"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"415472080537128960","https://twitter.com/afrendeiro/status/415472080537128960","I've just been assigned to ""probably the worst doctor in Norway"" according to online reviews http://t.co/yghCzOJYAb. Yes they do review MDs","2013-12-24 13:20 +0000","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"413243317271269376","https://twitter.com/afrendeiro/status/413243317271269376","Accepting nominations for the “Pressies” recognizing the most overhyped science press releases of 2013 http://t.co/708TdY1QBy","2013-12-18 09:44 +0000","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"408361139668402177","https://twitter.com/afrendeiro/status/408361139668402177","Note to self: never update Biocondutor packages before you actually need to use them","2013-12-04 22:24 +0000","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"408148016693260288","https://twitter.com/afrendeiro/status/408148016693260288","Just been invited by Nobel laureate Randy Sheckman to follow him in his journey in Stockholm. Good initiative @elife!","2013-12-04 08:17 +0000","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"407443748021223425","https://twitter.com/afrendeiro/status/407443748021223425","Using the latest verision of #BEDtools after a long period without updating. Many new features and fortunately well documented!","2013-12-02 09:38 +0000","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"404231883778576384","https://twitter.com/afrendeiro/status/404231883778576384","@groganbee @testrunner1000 Thanks! Possibilities are limitless... for now a small experimental web server :)","2013-11-23 12:56 +0000","5.0","1.0","0.2","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"404216281915990016","https://twitter.com/afrendeiro/status/404216281915990016","My #raspberrypi has arrived! Woot! http://t.co/GegsPskUzv","2013-11-23 11:54 +0000","28.0","2.0","0.07142857142857142","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"403182143343308801","https://twitter.com/afrendeiro/status/403182143343308801","@Julie_B92 We lost, but it was still fun :D","2013-11-20 15:24 +0000","2.0","1.0","0.5","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"403170943775698944","https://twitter.com/afrendeiro/status/403170943775698944","Thanks ping-pong for making my day 3-4 hours longer #procrastination","2013-11-20 14:40 +0000","2.0","2.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"402922409256165376","https://twitter.com/afrendeiro/status/402922409256165376","@afrendeiro Apparently not working on Chromium on Ubuntu 13.10 but working with Firefox #openaccessbutton","2013-11-19 22:12 +0000","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"402919785924546560","https://twitter.com/afrendeiro/status/402919785924546560","Anyone getting a 403 Error ""CSRF cookie not set."" when using the #openaccessbutton?","2013-11-19 22:02 +0000","3.0","1.0","0.3333333333333333","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"402828725806305282","https://twitter.com/afrendeiro/status/402828725806305282","@Julie_B92 Here's a panoramic attempt with my poor phone #winterhascome http://t.co/0oWJ3s9nMp","2013-11-19 16:00 +0000","26.0","2.0","0.07692307692307693","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"402828216936566785","https://twitter.com/afrendeiro/status/402828216936566785","@Julie_B92 Wow that's a great one! Maybe I was exaggerating *a bit* when I said I had the best :) http://t.co/OelPWpZJeH","2013-11-19 15:58 +0000","21.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"402438017614614528","https://twitter.com/afrendeiro/status/402438017614614528","Paywalls hide knowledge and stifle innovation, help map their impact and get the research you need. #oabuttonlaunch http://t.co/u598KSxlaR","2013-11-18 14:07 +0000","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"401281209050730496","https://twitter.com/afrendeiro/status/401281209050730496","Great chance to be among the first to test new @nanopore sequencing with the ""MinION Access programme"" https://t.co/GT07ZZJ6qm","2013-11-15 09:31 +0000","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"401086122547093505","https://twitter.com/afrendeiro/status/401086122547093505","Hilarious! RT @Julie_B92 Norwegian women used to scream at the brew to wake up the yeast and begin the fermentation process.","2013-11-14 20:35 +0000","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"401085589832753153","https://twitter.com/afrendeiro/status/401085589832753153","@Julie_B92 Hmmm they must be delicious! Lucky you :) It reminds me of the Glühwein tradition in German-speaking countries","2013-11-14 20:33 +0000","5.0","1.0","0.2","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"400982109449621504","https://twitter.com/afrendeiro/status/400982109449621504","I'm always jealous when I come to the biomedicine department. They even have a piano lounge downstairs #alsowant http://t.co/m8sQrt7iOZ","2013-11-14 13:42 +0000","22.0","2.0","0.09090909090909091","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"400907456592621569","https://twitter.com/afrendeiro/status/400907456592621569","For when a truly three-dimensional representation of the genome (a.k.a browser)? http://t.co/vloKas1cl4 #epigenetics","2013-11-14 08:46 +0000","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"399304325651894273","https://twitter.com/afrendeiro/status/399304325651894273","The sorry state of affairs in academic publishing today http://t.co/NF4hkjze4c","2013-11-09 22:35 +0000","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"399220958642192384","https://twitter.com/afrendeiro/status/399220958642192384","Outsider’s Victory in Portugal Reflects Continent’s Discontent http://t.co/6L002qG5oe","2013-11-09 17:04 +0000","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"396640648482140161","https://twitter.com/afrendeiro/status/396640648482140161","Biology is the new Software http://t.co/JQRmbC9vMQ via @WiredUK","2013-11-02 14:11 +0000","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"396311420226125824","https://twitter.com/afrendeiro/status/396311420226125824","Decoding a Genomic Revolution: Manolis Kellis at TEDxCambridge 2013: http://t.co/WataD0kcDJ","2013-11-01 16:23 +0000","10.0","1.0","0.1","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"395270823764066305","https://twitter.com/afrendeiro/status/395270823764066305","Show the world we want a phone worth keeping! #phonebloks

 http://t.co/6y1veQglbm","2013-10-29 19:28 +0000","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"392550498068221952","https://twitter.com/afrendeiro/status/392550498068221952","@figshare + @github = Fidgit cool cool cool https://t.co/YgmFcq60E9 #openresearch","2013-10-22 07:18 +0000","10.0","15.0","1.5","5.0","1.0","9.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"450736981736046592","https://twitter.com/afrendeiro/status/450736981736046592","Evolutionary history of microRNA mode of action http://t.co/tLxYYz2ZJ6 Nematostella miRNA story continues to show impact","2014-03-31 20:50 +0000","134.0","1.0","0.007462686567164179","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"449195890389962752","https://twitter.com/afrendeiro/status/449195890389962752","Young scientists: Research problems in Portugal run deep http://t.co/Ih8UxNYZWs","2014-03-27 14:47 +0000","140.0","5.0","0.03571428571428571","1.0","0.0","1.0","0.0","3.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"448449611930165249","https://twitter.com/afrendeiro/status/448449611930165249","Very useful and simple R parallel loops http://t.co/0hkc9JlSDi in silico nucleosome prediction on its way!","2014-03-25 13:21 +0000","79.0","2.0","0.02531645569620253","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"446914902683160576","https://twitter.com/afrendeiro/status/446914902683160576","How to be the grad student your advisor brags about http://t.co/TTI1AqQrbo via @ImpactStory","2014-03-21 07:43 +0000","85.0","3.0","0.03529411764705882","0.0","0.0","0.0","0.0","2.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"445996125989134336","https://twitter.com/afrendeiro/status/445996125989134336","Press release about the two @genomeresearch papers on the evolution of gene regulation at the Technau lab in Vienna http://t.co/MWCAwozzCh","2014-03-18 18:52 +0000","98.0","7.0","0.07142857142857142","0.0","0.0","0.0","1.0","2.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"445993833634222080","https://twitter.com/afrendeiro/status/445993833634222080","Exploring the origins of complex gene regulation: http://t.co/NreuU5SkjH - my first contribution to a paper :)","2014-03-18 18:43 +0000","161.0","8.0","0.049689440993788817","1.0","0.0","1.0","0.0","3.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"445889723651743744","https://twitter.com/afrendeiro/status/445889723651743744","Calculate necessary coverage of ChIP-seq experiments to reach certain statistical power with pilot data http://t.co/Q3inftYs3E","2014-03-18 11:49 +0000","90.0","4.0","0.044444444444444446","0.0","0.0","0.0","1.0","3.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"445126518277013504","https://twitter.com/afrendeiro/status/445126518277013504","Free Bassel Day - http://t.co/wBs5zB7ofG #freebassel","2014-03-16 09:16 +0000","80.0","3.0","0.0375","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"444051123167825920","https://twitter.com/afrendeiro/status/444051123167825920","ngsplot - an amazing plotting library https://t.co/V45YC41P8g","2014-03-13 10:03 +0000","78.0","3.0","0.038461538461538464","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"442398684173463552","https://twitter.com/afrendeiro/status/442398684173463552","Universities should ban Facebook before punishing Dogecoin miners http://t.co/lRlUQussDL via @ConversationUK","2014-03-08 20:37 +0000","96.0","4.0","0.041666666666666664","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"441183193526304768","https://twitter.com/afrendeiro/status/441183193526304768","What HTML5 did to the web - this is going too far :) http://t.co/HHN29zl9NQ","2014-03-05 12:07 +0000","121.0","13.0","0.10743801652892562","0.0","1.0","2.0","1.0","9.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"440988049753665536","https://twitter.com/afrendeiro/status/440988049753665536","Too much power can do very odd things to a leader's head http://t.co/FWrXv4L6Nx via @ConversationUK","2014-03-04 23:11 +0000","88.0","3.0","0.03409090909090909","0.0","0.0","0.0","2.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"435769266390843393","https://twitter.com/afrendeiro/status/435769266390843393","Has anyone used CHANCE using a custom genome build? Question on #biostars http://t.co/zLUqeSmlBu","2014-02-18 13:34 +0000","170.0","1.0","0.0058823529411764705","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"433553623625113601","https://twitter.com/afrendeiro/status/433553623625113601","Genomics researchers astonished to learn microarrays still exist http://t.co/6Xmb03Tdp6","2014-02-12 10:50 +0000","127.0","3.0","0.023622047244094488","0.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"430773341549387776","https://twitter.com/afrendeiro/status/430773341549387776","Seminal paper on Nucleosome Positioning: http://t.co/D5cVRU7nQo","2014-02-04 18:42 +0000","124.0","2.0","0.016129032258064516","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"430700511906390016","https://twitter.com/afrendeiro/status/430700511906390016","@TomReller Thanks for spotting the error. I think the tweet now is more accurate: https://t.co/ZFRRvuSKLW","2014-02-04 13:52 +0000","111.0","10.0","0.09009009009009009","0.0","0.0","0.0","1.0","9.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"430699697439637504","https://twitter.com/afrendeiro/status/430699697439637504","Classic academic publishing system in a nutshell: ""Possible ways to access this content: BUY IT"" #openaccess http://t.co/1PrsdusJlN","2014-02-04 13:49 +0000","372.0","1.0","0.002688172043010753","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"430698511886086144","https://twitter.com/afrendeiro/status/430698511886086144","@TomReller Hmm so sorry. I was actually convinced that was Elsevier. That was unfair and I'll correct it. Thanks","2014-02-04 13:45 +0000","110.0","5.0","0.045454545454545456","0.0","1.0","0.0","1.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"430006783252246528","https://twitter.com/afrendeiro/status/430006783252246528","""I wrote FAT on an airplane, for heaven's sake"" - this is why that's a great place to do some real work: https://t.co/30wp3kuCKf","2014-02-02 15:56 +0000","135.0","6.0","0.044444444444444446","0.0","1.0","1.0","0.0","3.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"429204635228712960","https://twitter.com/afrendeiro/status/429204635228712960","The gel chamber was so dirty, the unspecific band in all lanes of the Western could be used to quantify bands. Possible #overlyhonestmethods","2014-01-31 10:48 +0000","247.0","7.0","0.02834008097165992","0.0","0.0","1.0","2.0","0.0","2.0","0.0","2.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"428612462368157696","https://twitter.com/afrendeiro/status/428612462368157696","Bidirectional developmental potential in reprogrammed cells with acquired pluripotency http://t.co/2pnzGXqYAK","2014-01-29 19:35 +0000","119.0","3.0","0.025210084033613446","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"427572375685570560","https://twitter.com/afrendeiro/status/427572375685570560","A white paper on chromatin preparation for ChIP in Oikopleura. Working with Oikopleura just became more appealing :) http://t.co/lt5coUAk2V","2014-01-26 22:42 +0000","117.0","8.0","0.06837606837606838","0.0","0.0","0.0","1.0","5.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"427021199000862720","https://twitter.com/afrendeiro/status/427021199000862720","Sequencing experts: help with this question? ""Chip sequencing for a tiny genome"" http://t.co/VdNkWYrdJY","2014-01-25 10:12 +0000","121.0","5.0","0.04132231404958678","0.0","1.0","0.0","0.0","4.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"423583486654443520","https://twitter.com/afrendeiro/status/423583486654443520","Broadly permissive intestinal chromatin underlies lateral inhibition and cell plasticity http://t.co/d9avJxh1qK","2014-01-15 22:32 +0000","194.0","1.0","0.005154639175257732","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"422467125387608064","https://twitter.com/afrendeiro/status/422467125387608064","@ScienceGist is an awesome project! Looking forward to see it grow. Congrats @juretriglav!","2014-01-12 20:36 +0000","6.0","1.0","0.16666666666666666","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"483616863205597184","https://twitter.com/afrendeiro/status/483616863205597184","Alex Shalek on single-cell transcriptomics to explore cellular identity and circuitry. Great talk http://t.co/TQl0Z6xMvg","2014-06-30 14:23 +0000","253.0","3.0","0.011857707509881422","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"483368213648928768","https://twitter.com/afrendeiro/status/483368213648928768","Want to Get Out Alive? Follow the Ants - Issue 13: Symmetry - Nautilus http://t.co/RpWZDVK8UV via @NautilusMag","2014-06-29 21:55 +0000","198.0","9.0","0.045454545454545456","0.0","0.0","3.0","3.0","3.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"483345541875908608","https://twitter.com/afrendeiro/status/483345541875908608","I have the feeling the way numbers are presented sometimes make a big diff. e.g. ""odds ratio 1.3, p &lt; 10^-3"" and ""log odds 0.26, p = 0.0008""","2014-06-29 20:25 +0000","85.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"483321176312541185","https://twitter.com/afrendeiro/status/483321176312541185","Internet attacks in real time http://t.co/96Ekk8WDkf","2014-06-29 18:48 +0000","364.0","7.0","0.019230769230769232","0.0","0.0","1.0","1.0","5.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"481905944398278657","https://twitter.com/afrendeiro/status/481905944398278657","Decoding the regulatory landscape of medulloblastoma using DNA methylation sequencing http://t.co/wfUzgiDmc5","2014-06-25 21:05 +0000","85.0","2.0","0.023529411764705882","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"481831850936393728","https://twitter.com/afrendeiro/status/481831850936393728","Novel Approaches for Identifying and Characterizing Epigenetic Modifications #ScienceWebinar live now","2014-06-25 16:10 +0000","83.0","3.0","0.03614457831325301","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"481526075051474946","https://twitter.com/afrendeiro/status/481526075051474946","@AppliedBio It was new to me... and yes, it's awesome :D","2014-06-24 19:55 +0000","77.0","3.0","0.03896103896103896","0.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"481489262672879616","https://twitter.com/afrendeiro/status/481489262672879616","Okay I think these guys just beat BioRad's thermocycler ad https://t.co/vGT0tUmuUf","2014-06-24 17:29 +0000","265.0","9.0","0.033962264150943396","0.0","1.0","0.0","0.0","7.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"480752519375646721","https://twitter.com/afrendeiro/status/480752519375646721","Nice posts on the Nanopore MinIon Access Programme at http://t.co/Ih5YmBVNRc","2014-06-22 16:41 +0000","617.0","34.0","0.055105348460291734","1.0","0.0","1.0","0.0","32.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"479749617228066818","https://twitter.com/afrendeiro/status/479749617228066818","New concepts in DNA methylation http://t.co/P6rmy3nsru","2014-06-19 22:16 +0000","81.0","3.0","0.037037037037037035","0.0","0.0","0.0","1.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"478625435514052608","https://twitter.com/afrendeiro/status/478625435514052608","Mendeley2Kindle e-reader synchronization http://t.co/fynWYg5pUj","2014-06-16 19:49 +0000","165.0","2.0","0.012121212121212121","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"478517908868722688","https://twitter.com/afrendeiro/status/478517908868722688","Starting an epic literature review on Epigenetics in Cancer - new projects ahead","2014-06-16 12:42 +0000","104.0","2.0","0.019230769230769232","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"478221539440357377","https://twitter.com/afrendeiro/status/478221539440357377","Nice introduction to Numpy and Pandas http://t.co/vTlZdA5oK9 #python for data analysis","2014-06-15 17:04 +0000","498.0","12.0","0.024096385542168676","1.0","0.0","2.0","1.0","6.0","1.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"478125079302537216","https://twitter.com/afrendeiro/status/478125079302537216","@conradhackett I'm curious about the staggering difference between Portugal and Greece...Could it be because in Portugal it can't get worse?","2014-06-15 10:41 +0000","104.0","3.0","0.028846153846153848","0.0","0.0","0.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"477455488754651136","https://twitter.com/afrendeiro/status/477455488754651136","Major improvement in my ChIP-seq mapping pipeline with GNU Parallel https://t.co/L4UydAPHwv","2014-06-13 14:20 +0000","122.0","3.0","0.02459016393442623","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"477087071728050176","https://twitter.com/afrendeiro/status/477087071728050176","Awesome command-line interface for the Dropbox API: http://t.co/L3rauwIEDU Loading all .bigwigs to UCSC browser!","2014-06-12 13:56 +0000","139.0","4.0","0.02877697841726619","0.0","0.0","0.0","1.0","1.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"477043589458165760","https://twitter.com/afrendeiro/status/477043589458165760","Go @SELECAOPORTUGAL! #WorldCup Who are you supporting? https://t.co/XDKwU9gQTx","2014-06-12 11:03 +0000","73.0","3.0","0.0410958904109589","0.0","0.0","0.0","0.0","1.0","2.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
